pulumi_version,ec2_size,region,patch,resource_count,resource_payload_bytes,up_sec,errors
v3.44.1,m6i.large,ap-northeast-1,true,4,32768,7.5,none
v3.44.1,m6i.large,ap-northeast-1,true,8,8388608,92.06,none
v3.44.1,m6i.large,ap-northeast-1,false,4,131072,8.75,none
v3.44.1,m6i.large,ap-northeast-1,false,32,131072,40.43,none
v3.44.1,m6i.large,ap-northeast-1,true,1,32768,5.52,none
v3.44.1,m6i.large,ap-northeast-1,true,1,8192,5.33,none
v3.44.1,m6i.large,ap-northeast-1,false,64,131072,102.18,none
v3.44.1,m6i.large,ap-northeast-1,false,1,8192,5.36,none
v3.44.1,m6i.large,ap-northeast-1,false,1,131072,6.06,none
v3.44.1,m6i.large,ap-northeast-1,false,1,32768,5.54,none
v3.44.1,m6i.large,ap-northeast-1,true,1,2,5.12,none
v3.44.1,m6i.large,ap-northeast-1,false,8,2,8.48,none
v3.44.1,m6i.large,ap-northeast-1,false,64,32768,61.2,none
v3.44.1,m6i.large,ap-northeast-1,true,16,8192,13.42,none
v3.44.1,m6i.large,ap-northeast-1,true,1,131072,5.94,none
v3.44.1,m6i.large,ap-northeast-1,false,4,32768,7.64,none
v3.44.1,m6i.large,ap-northeast-1,false,16,131072,20.96,none
v3.44.1,m6i.large,ap-northeast-1,true,64,131072,84.58,none
v3.44.1,m6i.large,ap-northeast-1,false,2,2,5.74,none
v3.44.1,m6i.large,ap-northeast-1,false,16,2,12.6,none
v3.44.1,m6i.large,ap-northeast-1,true,32,2,20.48,none
v3.44.1,m6i.large,ap-northeast-1,false,48,8192,34.32,none
v3.44.1,m6i.large,ap-northeast-1,false,2,32768,6.35,none
v3.44.1,m6i.large,ap-northeast-1,false,2,131072,6.89,none
v3.44.1,m6i.large,ap-northeast-1,false,16,8192,13.78,none
v3.44.1,m6i.large,ap-northeast-1,true,16,131072,19.02,none
v3.44.1,m6i.large,ap-northeast-1,false,48,2,28.35,none
v3.44.1,m6i.large,ap-northeast-1,true,16,32768,15.41,none
v3.44.1,m6i.large,ap-northeast-1,true,2,8192,5.86,none
v3.44.1,m6i.large,ap-northeast-1,false,4,8192,6.91,none
v3.44.1,m6i.large,ap-northeast-1,false,16,32768,15.64,none
v3.44.1,m6i.large,ap-northeast-1,false,8,8388608,120.0,none
v3.44.1,m6i.large,ap-northeast-1,true,2,32768,6.18,none
v3.44.1,m6i.large,ap-northeast-1,true,48,32768,39.3,none
v3.44.1,m6i.large,ap-northeast-1,true,8,8192,9.35,none
v3.44.1,m6i.large,ap-northeast-1,true,16,2,12.69,none
v3.44.1,m6i.large,ap-northeast-1,true,4,131072,8.49,none
v3.44.1,m6i.large,ap-northeast-1,false,4,2,6.64,none
v3.44.1,m6i.large,ap-northeast-1,true,32,8192,23.1,none
v3.44.1,m6i.large,ap-northeast-1,true,64,8192,43.18,none
v3.44.1,m6i.large,ap-northeast-1,false,8,131072,12.19,none
v3.44.1,m6i.large,ap-northeast-1,true,64,2,37.15,none
v3.44.1,m6i.large,ap-northeast-1,false,32,8192,23.59,none
v3.44.1,m6i.large,ap-northeast-1,true,64,32768,55.34,none
v3.44.1,m6i.large,ap-northeast-1,true,8,131072,12.07,none
v3.44.1,m6i.large,ap-northeast-1,false,64,2,36.3,none
v3.44.1,m6i.large,compute-1,true,32,32768,22.31,none
v3.44.1,m6i.large,compute-1,true,1,2,4.51,none
v3.44.1,m6i.large,compute-1,true,2,32768,5.07,none
v3.44.1,m6i.large,compute-1,false,8,131072,10.45,none
v3.44.1,m6i.large,compute-1,true,64,32768,46.39,none
v3.44.1,m6i.large,compute-1,false,16,2,9.99,none
v3.44.1,m6i.large,compute-1,true,48,2,22.16,none
v3.44.1,m6i.large,compute-1,false,8,2,7.32,none
v3.44.1,m6i.large,compute-1,false,64,131072,82.84,none
v3.44.1,m6i.large,compute-1,true,16,8192,11.23,none
v3.44.1,m6i.large,compute-1,false,4,2,5.76,none
v3.44.1,m6i.large,compute-1,true,1,8192,4.62,none
v3.44.1,m6i.large,compute-1,false,32,131072,33.19,none
v3.44.1,m6i.large,compute-1,false,1,2,4.56,none
v3.44.1,m6i.large,compute-1,true,20,33554432,884.42,none
v3.44.1,m6i.large,compute-1,false,16,131072,16.44,none
v3.44.1,m6i.large,compute-1,false,48,2,22.95,none
v3.44.1,m6i.large,compute-1,true,48,32768,31.36,none
v3.44.1,m6i.large,compute-1,true,8,8192,7.53,none
v3.44.1,m6i.large,compute-1,false,1,131072,4.97,none
v3.44.1,m6i.large,compute-1,true,64,2,28.89,none
v3.44.1,m6i.large,compute-1,false,48,8192,28.2,none
v3.44.1,m6i.large,compute-1,false,2,2,4.72,none
v3.44.1,m6i.large,compute-1,true,8,8388608,92.06,none
v3.44.1,m6i.large,compute-1,false,32,2,16.66,none
v3.44.1,m6i.large,compute-1,false,48,32768,34.1,none
v3.44.1,m6i.large,compute-1,false,1,8192,4.58,none
v3.44.1,m6i.large,compute-1,true,32,2,16.0,none
v3.44.1,m6i.large,compute-1,false,8,32768,8.33,none
v3.44.1,m6i.large,compute-1,true,8,131072,10.03,none
v3.44.1,m6i.large,compute-1,true,1,32768,4.74,none
v3.44.1,m6i.large,compute-1,true,16,131072,16.08,none
v3.44.1,m6i.large,compute-1,true,16,2,10.28,none
v3.44.1,m6i.large,compute-1,false,32,32768,23.33,none
v3.44.1,m6i.large,compute-1,false,4,8192,5.94,none
v3.44.1,m6i.large,compute-1,false,4,32768,6.09,none
v3.44.1,m6i.large,compute-1,false,1,32768,4.59,none
v3.44.1,m6i.large,compute-1,true,48,8192,26.82,none
v3.44.1,m6i.large,compute-1,true,8,32768,8.56,none
v3.44.1,m6i.large,compute-1,false,16,8192,10.99,none
v3.44.1,m6i.large,compute-1,true,1,131072,5.1,none
v3.44.1,m6i.large,compute-1,true,64,8192,34.9,none
v3.44.1,m6i.large,compute-1,false,64,8192,36.86,none
v3.44.1,m6i.large,compute-1,true,4,8192,5.93,none
v3.44.1,m6i.large,compute-1,false,4,131072,7.09,none
v3.44.1,m6i.large,compute-1,true,2,2,4.9,none
v3.44.1,m6i.large,compute-1,false,2,32768,5.08,none
v3.44.1,m6i.large,compute-1,false,8,8192,7.34,none
v3.44.1,m6i.large,compute-1,true,8,2,7.15,none
v3.44.1,m6i.large,compute-1,true,48,131072,48.98,none
v3.44.1,m6i.large,compute-1,false,32,8192,19.71,none
v3.44.1,m6i.large,compute-1,false,2,131072,5.86,none
v3.44.1,m6i.large,compute-1,false,48,131072,56.08,none
v3.44.1,m6i.large,compute-1,true,64,131072,74.6,none
v3.44.1,m6i.large,compute-1,true,32,8192,18.62,none
v3.44.1,m6i.large,compute-1,false,16,32768,13.56,none
v3.44.1,m6i.large,compute-1,true,2,131072,5.5,none
v3.44.1,m6i.large,compute-1,false,64,2,28.77,none
v3.44.1,m6i.large,compute-1,true,4,2,5.96,none
v3.44.1,m6i.large,compute-1,false,8,8388608,120.0,none
v3.44.1,m6i.large,compute-1,true,4,32768,6.46,none
v3.44.1,m6i.large,compute-1,true,32,131072,32.47,none
v3.44.1,m6i.large,compute-1,true,2,8192,5.11,none
v3.44.1,m6i.large,compute-1,false,2,8192,4.91,none
v3.44.1,m6i.large,compute-1,false,64,32768,47.02,none
v3.44.1,m6i.large,compute-1,true,4,131072,7.03,none
v3.44.1,m6i.large,compute-1,true,16,32768,13.37,none
v3.44.1,m6i.large,ap-south-1,false,48,32768,74.67,none
v3.44.1,m6i.large,ap-south-1,true,32,131072,57.41,none
v3.44.1,m6i.large,ap-south-1,false,1,8192,8.21,none
v3.44.1,m6i.large,ap-south-1,false,8,32768,17.0,none
